transaction_id,customer_id,product_id,quantity,transaction_date,channel,total_amount_eur
102,1544,5,1,2023-12-10,Online,0.46
103,634,22,1,2023-12-10,App,0.41
104,1200,8,2,2023-12-11,Online,1.0
105,198,32,1,2023-12-11,Online,0.45
106,376,26,1,2023-12-11,Online,0.39
107,609,7,1,2023-12-11,Boutique,0.57
108,1019,21,1,2023-12-11,Online,0.48
109,1150,12,1,2023-12-11,Boutique,0.5
110,1453,20,1,2023-12-11,Online,38.82
111,1126,36,1,2023-12-12,Online,0.52
112,314,6,1,2023-12-12,Boutique,0.46
113,1418,15,1,2023-12-12,App,0.53
114,1263,14,1,2023-12-13,Boutique,0.47
115,1664,37,1,2023-12-13,Online,0.42
116,325,23,1,2023-12-13,App,0.49
117,1938,46,2,2023-12-13,Online,0.9
118,704,21,1,2023-12-13,Online,0.48
119,1150,43,1,2023-12-13,Boutique,20.5
120,1962,22,1,2023-12-13,Online,0.41
121,1062,5,1,2023-12-13,Boutique,0.46
122,1323,5,1,2023-12-13,Boutique,0.46
123,1245,28,1,2023-12-14,Online,0.45
124,553,13,1,2023-12-15,Online,0.43
125,1963,22,1,2023-12-15,Online,0.41
126,2,7,1,2023-12-15,Online,0.57
127,2,6,1,2023-12-16,Online,0.46
128,376,7,1,2023-12-16,Online,0.57
129,1963,23,1,2023-12-16,App,0.49
130,299,50,1,2023-12-17,Online,0.42
131,1160,3,1,2023-12-17,Boutique,17.92
132,664,33,2,2023-12-17,Online,17.42
133,1211,21,1,2023-12-18,App,0.48
134,717,11,1,2023-12-19,Online,85.59
135,1418,41,1,2023-12-19,Online,0.3
136,28,25,1,2023-12-19,Boutique,0.49
137,1323,35,1,2023-12-19,Online,0.6
138,1438,44,1,2023-12-19,Online,0.59
139,1438,26,1,2023-12-19,Online,0.39
140,299,6,1,2023-12-20,Online,0.46
141,1126,36,1,2023-12-20,Online,0.52
142,1778,8,2,2023-12-20,Online,1.0
143,716,39,1,2023-12-21,Online,13.34
144,166,2,1,2023-12-21,Online,0.46
145,257,26,1,2023-12-21,Online,0.39
146,519,48,1,2023-12-21,Online,0.4
147,1241,1,1,2023-12-21,App,0.34
148,89,14,1,2023-12-21,Online,0.47
149,1237,17,1,2023-12-22,Online,0.56
150,874,43,1,2023-12-23,Boutique,20.5
151,1739,46,2,2023-12-23,Online,0.9
152,107,18,1,2023-12-23,Online,0.53
153,1534,50,1,2023-12-24,Online,0.42
154,470,2,1,2023-12-24,Online,0.46
155,482,22,1,2023-12-24,App,0.41
156,721,16,1,2023-12-24,Online,0.33
157,1438,50,1,2023-12-24,Online,0.42
158,1074,27,1,2023-12-24,Online,0.61
159,634,23,2,2023-12-24,Boutique,0.98
160,42,2,1,2023-12-24,Boutique,0.46
161,20,46,1,2023-12-24,App,0.45
162,89,5,1,2023-12-24,Online,0.46
163,1465,41,1,2023-12-24,App,0.3
164,1748,4,1,2023-12-25,App,0.38
165,1925,26,1,2023-12-25,Online,0.39
166,1186,32,2,2023-12-25,Boutique,0.9
167,1326,22,1,2023-12-25,Boutique,0.41
168,155,44,2,2023-12-25,Online,1.18
169,1490,17,1,2023-12-26,Online,0.56
170,231,39,1,2023-12-26,Boutique,13.34
171,416,21,2,2023-12-26,Boutique,0.96
172,177,35,1,2023-12-27,Online,0.6
173,738,27,1,2023-12-27,Online,0.61
174,482,42,1,2023-12-27,App,26.28
175,1014,50,1,2023-12-27,Boutique,0.42
176,354,8,2,2023-12-27,App,1.0
177,1140,50,1,2023-12-27,Online,0.42
178,90,35,1,2023-12-27,Online,0.6
179,1849,17,1,2023-12-28,Online,0.56
180,1596,46,1,2023-12-28,Online,0.45
181,1553,31,2,2023-12-28,Boutique,1.04
182,1465,27,1,2023-12-29,Online,0.61
183,644,44,1,2023-12-29,Online,0.59
184,967,6,2,2023-12-29,Online,0.92
185,1982,28,1,2023-12-29,Online,0.45
186,1596,16,1,2023-12-29,Online,0.33
187,1553,27,1,2023-12-29,Online,0.61
188,13,19,1,2023-12-29,Boutique,0.29
189,704,28,1,2023-12-29,Boutique,0.45
190,1806,40,1,2023-12-29,Online,0.34
191,567,44,1,2023-12-29,Boutique,0.59
192,1465,19,1,2023-12-30,Online,0.29
193,257,4,1,2023-12-30,App,0.38
194,428,50,1,2023-12-31,Boutique,0.42
195,1281,30,1,2023-12-31,App,0.39
196,253,48,1,2023-12-31,Online,0.4
197,1796,27,1,2023-12-31,Online,0.61
198,125,13,1,2023-12-31,Online,0.43
199,567,48,2,2023-12-31,Online,0.8
200,1374,42,1,2024-01-01,Online,26.28
201,140,40,1,2024-01-01,Boutique,0.34
202,557,27,1,2024-01-01,Boutique,0.61
203,518,46,1,2024-01-01,Boutique,0.45
204,1555,13,1,2024-01-01,App,0.43
205,1138,39,1,2024-01-02,Boutique,13.34
206,1749,43,2,2024-01-02,Boutique,41.0
207,544,26,1,2024-01-02,Boutique,0.39
208,1963,42,1,2024-01-03,Boutique,26.28
209,1664,18,1,2024-01-03,Boutique,0.53
210,27,16,1,2024-01-04,Online,0.33
211,1241,31,1,2024-01-04,Online,0.52
212,1262,18,1,2024-01-05,Online,0.53
213,1092,1,1,2024-01-05,Online,0.34
214,509,13,1,2024-01-05,Boutique,0.43
215,1447,1,2,2024-01-05,App,0.68
216,306,25,1,2024-01-05,Boutique,0.49
217,1610,2,2,2024-01-05,App,0.92
218,306,12,1,2024-01-05,Online,0.5
219,135,21,1,2024-01-06,Online,0.48
220,684,31,2,2024-01-06,Online,1.04
221,325,31,1,2024-01-06,Online,0.52
222,1186,35,1,2024-01-06,Online,0.6
223,1356,31,1,2024-01-07,Online,0.52
224,1063,35,3,2024-01-07,Online,1.8
225,305,22,1,2024-01-07,Online,0.41
226,1019,19,1,2024-01-07,App,0.29
227,1478,12,1,2024-01-07,Online,0.5
228,1430,45,1,2024-01-08,Boutique,0.37
229,1008,14,1,2024-01-08,Online,0.47
230,1878,4,1,2024-01-08,Online,0.38
231,544,40,1,2024-01-08,Online,0.34
232,1166,32,1,2024-01-08,Online,0.45
233,1166,17,1,2024-01-09,App,0.56
234,1389,42,1,2024-01-09,App,26.28
235,1095,28,1,2024-01-09,Online,0.45
236,500,1,1,2024-01-09,Boutique,0.34
237,184,30,1,2024-01-09,App,0.39
238,466,5,2,2024-01-09,Online,0.92
239,1186,37,1,2024-01-09,Online,0.42
240,874,6,1,2024-01-09,Boutique,0.46
241,1281,23,1,2024-01-10,Online,0.49
242,1925,42,3,2024-01-10,Boutique,78.84
243,1907,28,1,2024-01-10,Online,0.45
244,869,19,1,2024-01-10,Online,0.29
245,170,48,1,2024-01-10,Online,0.4
246,967,44,1,2024-01-11,Online,0.59
247,127,23,1,2024-01-11,Online,0.49
248,68,39,2,2024-01-12,Online,26.68
249,1406,23,2,2024-01-12,App,0.98
250,1317,32,1,2024-01-12,Online,0.45
251,45,23,1,2024-01-12,Boutique,0.49
252,518,25,1,2024-01-13,Boutique,0.49
253,1027,33,1,2024-01-13,App,8.71
254,1925,16,1,2024-01-14,Online,0.33
255,1030,4,1,2024-01-14,Boutique,0.38
256,184,41,1,2024-01-14,Boutique,0.3
257,1778,33,1,2024-01-15,Online,8.71
258,1389,28,1,2024-01-15,Boutique,0.45
259,1963,16,1,2024-01-15,App,0.33
260,1839,40,1,2024-01-15,Boutique,0.34
261,1913,14,1,2024-01-16,Online,0.47
262,1866,16,1,2024-01-16,Boutique,0.33
263,1175,42,1,2024-01-16,Boutique,26.28
264,1420,49,1,2024-01-16,Boutique,0.43
265,1916,33,1,2024-01-16,Online,8.71
266,1933,3,2,2024-01-16,Online,35.84
267,1063,14,1,2024-01-17,Online,0.47
268,1649,21,1,2024-01-17,Online,0.48
269,1982,50,1,2024-01-17,Boutique,0.42
270,13,19,1,2024-01-17,Online,0.29
271,1374,15,2,2024-01-17,App,1.06
272,502,25,2,2024-01-17,Boutique,0.98
273,1074,39,1,2024-01-18,App,13.34
274,95,30,1,2024-01-18,App,0.39
275,780,41,1,2024-01-18,Online,0.3
276,519,8,3,2024-01-19,App,1.5
277,1585,40,3,2024-01-19,Boutique,1.02
278,1328,5,1,2024-01-19,Boutique,0.46
279,231,21,1,2024-01-19,Online,0.48
280,306,19,1,2024-01-19,Online,0.29
281,519,25,1,2024-01-20,Online,0.49
282,721,19,1,2024-01-20,App,0.29
283,1200,40,1,2024-01-20,Boutique,0.34
284,91,21,3,2024-01-20,Online,1.44
285,1892,36,1,2024-01-20,Online,0.52
286,1465,43,1,2024-01-21,Online,20.5
287,1418,25,1,2024-01-21,Online,0.49
288,990,27,1,2024-01-21,Boutique,0.61
289,1913,14,1,2024-01-21,Online,0.47
290,518,32,1,2024-01-22,Boutique,0.45
291,1317,3,1,2024-01-22,Online,17.92
292,257,15,1,2024-01-22,Online,0.53
293,948,26,1,2024-01-22,Online,0.39
294,314,23,1,2024-01-22,Boutique,0.49
295,494,5,1,2024-01-22,Online,0.46
296,1368,35,1,2024-01-23,Boutique,0.6
297,1749,22,1,2024-01-23,Online,0.41
298,135,39,1,2024-01-23,Online,13.34
299,1497,6,1,2024-01-23,Boutique,0.46
300,1913,50,2,2024-01-23,Online,0.84
301,1596,6,1,2024-01-24,Online,0.46
302,314,12,1,2024-01-24,Online,0.5
303,519,35,2,2024-01-24,Online,1.2
304,716,26,1,2024-01-25,Boutique,0.39
305,1907,48,1,2024-01-25,Boutique,0.4
306,1907,3,1,2024-01-25,Boutique,17.92
307,1172,3,1,2024-01-25,Online,17.92
308,624,41,1,2024-01-25,Boutique,0.3
309,509,30,1,2024-01-26,App,0.39
310,1138,22,1,2024-01-26,Online,0.41
311,1962,37,2,2024-01-26,Online,0.84
312,505,5,1,2024-01-26,Online,0.46
313,948,6,1,2024-01-26,Boutique,0.46
314,1453,45,1,2024-01-26,Online,0.37
315,1245,12,1,2024-01-26,Online,0.5
316,1478,28,1,2024-01-26,Online,0.45
317,1909,16,2,2024-01-26,App,0.66
318,1166,5,1,2024-01-26,Boutique,0.46
319,1796,8,1,2024-01-27,Online,0.5
320,1281,28,1,2024-01-27,App,0.45
321,1323,40,1,2024-01-27,Online,0.34
322,721,6,1,2024-01-27,Boutique,0.46
323,652,13,1,2024-01-27,Boutique,0.43
324,1585,1,1,2024-01-28,Online,0.34
325,773,48,1,2024-01-28,Boutique,0.4
326,1828,25,1,2024-01-28,Boutique,0.49
327,1316,26,1,2024-01-29,Online,0.39
328,933,14,1,2024-01-29,Online,0.47
329,89,19,1,2024-01-29,Online,0.29
330,1268,14,2,2024-01-29,Online,0.94
331,416,16,1,2024-01-29,App,0.33
332,1610,30,1,2024-01-29,Boutique,0.39
333,1040,42,1,2024-01-29,Online,26.28
334,1730,22,1,2024-01-30,Online,0.41
335,1563,42,1,2024-01-30,App,26.28
336,500,18,1,2024-01-30,Online,0.53
337,436,4,1,2024-01-30,App,0.38
338,1741,16,1,2024-01-30,Online,0.33
339,1465,15,1,2024-01-30,Online,0.53
340,359,22,2,2024-01-30,Online,0.82
341,1241,44,1,2024-01-30,Boutique,0.59
342,1447,22,2,2024-01-30,Online,0.82
343,1323,33,1,2024-01-30,Online,8.71
344,624,41,1,2024-01-31,Boutique,0.3
345,1374,8,2,2024-01-31,App,1.0
346,1389,33,1,2024-01-31,Online,8.71
347,91,23,2,2024-01-31,Online,0.98
348,550,46,1,2024-02-01,Online,0.45
349,1430,24,3,2024-02-01,Boutique,36.54
350,685,8,1,2024-02-01,App,0.5
351,2,43,1,2024-02-01,Online,20.5
352,1175,39,1,2024-02-01,Online,13.34
353,1963,23,1,2024-02-01,Online,0.49
354,1447,23,1,2024-02-01,Boutique,0.49
355,1891,33,1,2024-02-02,Online,8.71
356,933,40,1,2024-02-02,Online,0.34
357,184,17,1,2024-02-02,Boutique,0.56
358,1600,37,1,2024-02-02,App,0.42
359,972,16,1,2024-02-02,Online,0.33
360,1281,7,3,2024-02-02,App,1.71
361,1177,46,1,2024-02-02,Online,0.45
362,1465,49,1,2024-02-02,Online,0.43
363,500,4,1,2024-02-03,Online,0.38
364,957,5,1,2024-02-03,Online,0.46
365,1172,2,1,2024-02-03,Online,0.46
366,865,26,2,2024-02-03,Online,0.78
367,1686,19,1,2024-02-03,App,0.29
368,325,39,1,2024-02-03,Online,13.34
369,530,39,1,2024-02-03,App,13.34
370,1224,23,1,2024-02-03,App,0.49
371,1544,27,1,2024-02-03,Online,0.61
372,540,32,1,2024-02-04,App,0.45
373,1160,32,1,2024-02-04,Online,0.45
374,1938,28,1,2024-02-04,Online,0.45
375,1982,20,1,2024-02-04,Online,38.82
376,277,35,1,2024-02-04,Boutique,0.6
377,1236,18,1,2024-02-04,Boutique,0.53
378,1086,7,1,2024-02-05,Boutique,0.57
379,1030,19,3,2024-02-05,Online,0.87
380,734,17,1,2024-02-05,Online,0.56
381,140,19,1,2024-02-06,Boutique,0.29
382,306,2,1,2024-02-06,Online,0.46
383,1273,18,2,2024-02-06,Online,1.06
384,1019,31,1,2024-02-06,Online,0.52
385,717,46,1,2024-02-06,Online,0.45
386,660,16,1,2024-02-06,Online,0.33
387,1755,17,1,2024-02-06,Online,0.56
388,550,37,1,2024-02-06,Online,0.42
389,1828,18,1,2024-02-06,Boutique,0.53
390,981,3,2,2024-02-06,Online,35.84
391,721,5,1,2024-02-06,Online,0.46
392,874,1,1,2024-02-07,App,0.34
393,1957,49,1,2024-02-07,Online,0.43
394,1368,30,1,2024-02-07,App,0.39
395,972,34,1,2024-02-08,Online,135.67
396,873,15,1,2024-02-08,Online,0.53
397,1907,40,1,2024-02-08,Online,0.34
398,1316,30,1,2024-02-08,Online,0.39
399,983,19,1,2024-02-08,App,0.29
400,229,16,1,2024-02-08,Boutique,0.33
401,1957,6,1,2024-02-08,Online,0.46
402,1866,33,1,2024-02-08,Boutique,8.71
403,1916,26,1,2024-02-08,Boutique,0.39
404,170,6,1,2024-02-08,App,0.46
405,1035,8,1,2024-02-08,Online,0.5
406,1017,6,1,2024-02-08,Online,0.46
407,1140,41,1,2024-02-08,Boutique,0.3
408,1007,49,2,2024-02-08,Online,0.86
409,198,18,1,2024-02-09,Boutique,0.53
410,933,31,1,2024-02-09,Online,0.52
411,1200,46,1,2024-02-09,Online,0.45
412,759,31,1,2024-02-09,Online,0.52
413,204,23,1,2024-02-09,Boutique,0.49
414,1962,19,1,2024-02-09,App,0.29
415,1025,33,1,2024-02-09,Online,8.71
416,1507,12,1,2024-02-09,Boutique,0.5
417,776,8,2,2024-02-09,Online,1.0
418,1680,8,1,2024-02-09,Online,0.5
419,1273,31,1,2024-02-10,App,0.52
420,1438,17,1,2024-02-10,Online,0.56
421,1291,25,1,2024-02-10,Online,0.49
422,1938,42,1,2024-02-10,Online,26.28
423,1245,42,1,2024-02-10,Online,26.28
424,1991,42,1,2024-02-10,Boutique,26.28
425,869,30,1,2024-02-10,Boutique,0.39
426,166,43,1,2024-02-11,Boutique,20.5
427,325,43,1,2024-02-11,Online,20.5
428,59,13,3,2024-02-11,Online,1.29
429,1981,2,1,2024-02-11,Online,0.46
430,1736,42,1,2024-02-11,Online,26.28
431,1981,7,1,2024-02-11,Online,0.57
432,1281,32,1,2024-02-11,Online,0.45
433,659,39,1,2024-02-11,Online,13.34
434,1368,18,1,2024-02-11,Online,0.53
435,132,28,1,2024-02-12,Boutique,0.45
436,1585,14,1,2024-02-12,Online,0.47
437,161,6,1,2024-02-12,Boutique,0.46
438,89,16,1,2024-02-12,Online,0.33
439,1361,43,1,2024-02-12,Online,20.5
440,325,26,1,2024-02-12,Online,0.39
441,470,49,1,2024-02-13,Online,0.43
442,1245,46,1,2024-02-13,Boutique,0.45
443,470,42,3,2024-02-13,Online,78.84
444,1849,12,1,2024-02-13,Boutique,0.5
445,624,49,1,2024-02-13,Online,0.43
446,1149,17,1,2024-02-13,App,0.56
447,557,26,3,2024-02-13,Online,1.17
448,1583,35,1,2024-02-13,Boutique,0.6
449,1063,19,1,2024-02-13,App,0.29
450,1465,3,1,2024-02-14,Boutique,17.92
451,1441,4,1,2024-02-14,Online,0.38
452,306,27,1,2024-02-14,Online,0.61
453,1563,6,1,2024-02-15,Online,0.46
454,1991,13,1,2024-02-15,Online,0.43
455,934,19,1,2024-02-15,Online,0.29
456,1938,50,1,2024-02-15,Online,0.42
457,1875,41,1,2024-02-15,Online,0.3
458,107,33,1,2024-02-15,Online,8.71
459,537,19,1,2024-02-15,Boutique,0.29
460,529,50,1,2024-02-16,Online,0.42
461,1878,15,1,2024-02-16,Online,0.53
462,1177,16,1,2024-02-16,Online,0.33
463,518,43,1,2024-02-16,App,20.5
464,543,46,1,2024-02-16,Online,0.45
465,776,40,2,2024-02-16,Online,0.68
466,1194,27,1,2024-02-16,Online,0.61
467,407,20,1,2024-02-16,Online,38.82
468,1328,12,2,2024-02-17,Boutique,1.0
469,1418,8,1,2024-02-17,Online,0.5
470,930,18,2,2024-02-17,Online,1.06
471,1245,20,1,2024-02-17,Online,38.82
472,1039,33,1,2024-02-17,Online,8.71
473,166,48,1,2024-02-17,App,0.4
474,1892,13,1,2024-02-17,Online,0.43
475,1065,40,1,2024-02-17,App,0.34
476,609,3,3,2024-02-18,Online,53.76
477,42,44,1,2024-02-18,App,0.59
478,184,37,1,2024-02-18,Online,0.42
479,1865,2,2,2024-02-18,Online,0.92
480,1916,17,1,2024-02-18,Online,0.56
481,184,28,1,2024-02-18,App,0.45
482,1629,48,1,2024-02-18,App,0.4
483,1465,20,1,2024-02-19,Boutique,38.82
484,1585,37,2,2024-02-19,Online,0.84
485,519,3,1,2024-02-19,Online,17.92
486,155,6,1,2024-02-19,Online,0.46
487,264,42,1,2024-02-19,Online,26.28
488,470,31,1,2024-02-19,Online,0.52
489,627,15,2,2024-02-20,Online,1.06
490,89,40,1,2024-02-20,Boutique,0.34
491,1913,4,1,2024-02-20,Online,0.38
492,1062,7,1,2024-02-20,Boutique,0.57
493,1600,35,1,2024-02-20,App,0.6
494,306,3,1,2024-02-20,Online,17.92
495,177,8,1,2024-02-21,Online,0.5
496,170,42,1,2024-02-21,Online,26.28
497,277,46,1,2024-02-21,App,0.45
498,1938,28,1,2024-02-21,Online,0.45
499,1907,49,1,2024-02-21,Online,0.43
500,1035,36,1,2024-02-21,Boutique,0.52
501,1736,44,1,2024-02-21,Online,0.59
502,1826,19,1,2024-02-21,App,0.29
503,2,23,1,2024-02-22,Online,0.49
504,155,50,1,2024-02-22,Online,0.42
505,852,40,1,2024-02-22,Online,0.34
506,1678,24,1,2024-02-22,Online,12.18
507,253,28,1,2024-02-22,Online,0.45
508,1570,4,1,2024-02-23,Online,0.38
509,1247,33,1,2024-02-23,App,8.71
510,1664,49,1,2024-02-24,Boutique,0.43
511,1478,13,1,2024-02-24,Online,0.43
512,306,48,3,2024-02-24,Online,1.2
513,1853,2,1,2024-02-25,Online,0.46
514,257,21,1,2024-02-25,App,0.48
515,509,17,1,2024-02-25,Online,0.56
516,402,24,1,2024-02-25,Online,12.18
517,1490,42,1,2024-02-25,Boutique,26.28
518,759,3,1,2024-02-25,Online,17.92
519,314,2,1,2024-02-25,Online,0.46
520,1389,1,1,2024-02-26,Online,0.34
521,276,1,1,2024-02-26,Online,0.34
522,1803,2,2,2024-02-26,Online,0.92
523,420,3,1,2024-02-26,App,17.92
524,277,3,1,2024-02-26,App,17.92
525,967,23,1,2024-02-27,Online,0.49
526,759,46,1,2024-02-27,Boutique,0.45
527,934,40,1,2024-02-27,Online,0.34
528,1262,41,1,2024-02-27,Boutique,0.3
529,507,2,1,2024-02-27,Boutique,0.46
530,1610,17,1,2024-02-27,App,0.56
531,717,22,1,2024-02-27,Online,0.41
532,305,31,1,2024-02-27,Boutique,0.52
533,869,7,1,2024-02-28,Boutique,0.57
534,509,49,1,2024-02-28,Online,0.43
535,1282,50,2,2024-02-28,App,0.84
536,1850,3,1,2024-02-28,Boutique,17.92
537,1465,23,2,2024-02-28,App,0.98
538,1686,45,1,2024-02-28,Boutique,0.37
539,420,1,2,2024-02-28,Boutique,0.68
540,428,1,1,2024-02-28,Online,0.34
541,1557,12,1,2024-02-28,Online,0.5
542,1092,39,1,2024-02-28,Online,13.34
543,258,7,1,2024-02-28,Online,0.57
544,1554,33,1,2024-02-29,Online,8.71
545,1115,7,1,2024-02-29,Boutique,0.57
546,1828,50,2,2024-02-29,Online,0.84
547,184,22,1,2024-02-29,Online,0.41
548,1662,21,1,2024-02-29,Boutique,0.48
549,1138,6,1,2024-02-29,Boutique,0.46
550,1261,23,1,2024-02-29,Online,0.49
551,1853,44,1,2024-02-29,Boutique,0.59
552,474,7,1,2024-03-01,Online,0.57
553,507,42,2,2024-03-01,Online,52.56
554,1583,46,1,2024-03-01,Boutique,0.45
555,567,4,1,2024-03-01,App,0.38
556,470,43,1,2024-03-02,Online,20.5
557,1554,28,1,2024-03-02,App,0.45
558,276,5,1,2024-03-02,Online,0.46
559,1848,43,1,2024-03-02,Boutique,20.5
560,236,46,1,2024-03-02,Online,0.45
561,1806,8,1,2024-03-03,Boutique,0.5
562,416,4,1,2024-03-03,Online,0.38
563,710,32,1,2024-03-03,Boutique,0.45
564,519,37,2,2024-03-03,Online,0.84
565,1211,35,1,2024-03-03,Online,0.6
566,146,18,1,2024-03-03,Boutique,0.53
567,500,8,2,2024-03-03,Boutique,1.0
568,1875,49,1,2024-03-03,Online,0.43
569,1245,39,1,2024-03-03,Online,13.34
570,314,31,1,2024-03-04,App,0.52
571,518,8,3,2024-03-04,Online,1.5
572,738,49,1,2024-03-04,App,0.43
573,659,42,1,2024-03-04,Online,26.28
574,1172,36,1,2024-03-04,Online,0.52
575,89,44,2,2024-03-04,Online,1.18
576,1186,30,1,2024-03-04,App,0.39
577,155,31,1,2024-03-04,App,0.52
578,1963,42,1,2024-03-04,Online,26.28
579,4,21,1,2024-03-04,Online,0.48
580,519,15,1,2024-03-04,Online,0.53
581,948,5,1,2024-03-04,Online,0.46
582,1553,40,1,2024-03-04,Online,0.34
583,1643,6,1,2024-03-04,Online,0.46
584,1224,40,1,2024-03-05,Boutique,0.34
585,1241,39,1,2024-03-05,Online,13.34
586,1979,2,1,2024-03-05,Online,0.46
587,24,27,1,2024-03-05,Online,0.61
588,1858,47,1,2024-03-05,Online,66.35
589,1803,43,1,2024-03-05,Online,20.5
590,1563,27,1,2024-03-05,Online,0.61
591,43,30,1,2024-03-05,Online,0.39
592,149,8,1,2024-03-06,App,0.5
593,1522,39,1,2024-03-06,Online,13.34
594,166,2,1,2024-03-06,Online,0.46
595,887,25,1,2024-03-06,Boutique,0.49
596,229,5,2,2024-03-06,Online,0.92
597,716,26,1,2024-03-06,Online,0.39
598,1409,1,1,2024-03-06,App,0.34
599,236,15,1,2024-03-07,Boutique,0.53
600,219,25,1,2024-03-07,App,0.49
601,721,42,2,2024-03-07,Online,52.56
602,420,16,1,2024-03-07,Online,0.33
603,1371,27,2,2024-03-07,App,1.22
604,231,42,2,2024-03-07,Online,52.56
605,1736,45,1,2024-03-07,Boutique,0.37
606,257,16,1,2024-03-08,App,0.33
607,1273,5,1,2024-03-08,Online,0.46
608,873,43,1,2024-03-08,Online,20.5
